trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.25, 'e': 0.631283645506926}",30,0,-120.71632340404581,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 3}",0
185,False,"{'a': 0.25, 'e': 0.62970740751161}",30,16,-22.852242932418864,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
186,False,"{'a': 0.25, 'e': 0.6281351051896408}",25,0,-88.38464899820302,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
187,False,"{'a': 0.25, 'e': 0.6265667287141238}",25,14,-25.244675508461057,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
188,False,"{'a': 0.25, 'e': 0.6250022682827008}",25,3,3.480830632515366,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
189,False,"{'a': 0.25, 'e': 0.623441714117489}",20,0,-63.45356609884413,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
190,False,"{'a': 0.25, 'e': 0.62188505646502}",20,0,-41.16209666581123,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
191,False,"{'a': 0.25, 'e': 0.6203322855961783}",20,0,-29.962592578667326,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
192,False,"{'a': 0.25, 'e': 0.6187833918061408}",25,12,-35.80226393333258,"{0: 8, 1: 1, 2: 3, 3: 1, 4: 0}",1
193,False,"{'a': 0.25, 'e': 0.6172383654143164}",25,10,-42.208270173042806,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
194,False,"{'a': 0.25, 'e': 0.6156971967642851}",30,12,-41.0398985630669,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 1}",1
195,False,"{'a': 0.25, 'e': 0.6141598762237378}",30,0,-35.65312286912224,"{0: 26, 1: 2, 2: 0, 3: 1, 4: 1}",0
196,False,"{'a': 0.25, 'e': 0.6126263941844161}",25,6,-32.653717874696824,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 0}",1
197,False,"{'a': 0.25, 'e': 0.6110967410620523}",20,12,-7.889440151364981,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
198,False,"{'a': 0.25, 'e': 0.6095709072963093}",25,0,4.424985060182967,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
199,False,"{'a': 0.25, 'e': 0.6080488833507213}",20,9,-41.69575931778568,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
200,False,"{'a': 0.25, 'e': 0.6065306597126334}",20,0,-37.65189710255756,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
201,False,"{'a': 0.25, 'e': 0.6050162268931432}",20,3,13.184571004935215,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.25, 'e': 0.6035055754270405}",25,0,-92.57660177607956,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
203,False,"{'a': 0.25, 'e': 0.6019986958727488}",20,3,-29.823930649670988,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
204,False,"{'a': 0.25, 'e': 0.6004955788122659}",25,0,-57.59406274769889,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
205,False,"{'a': 0.25, 'e': 0.5989962148511054}",25,0,-85.6575376276651,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
206,False,"{'a': 0.25, 'e': 0.5975005946182375}",20,0,-54.18085747121955,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
207,False,"{'a': 0.25, 'e': 0.596008708766031}",20,10,-28.367279561842178,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 0}",1
208,False,"{'a': 0.25, 'e': 0.5945205479701944}",25,0,-57.35542261660254,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
209,False,"{'a': 0.25, 'e': 0.5930361029297179}",25,0,-16.61470787148571,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
210,False,"{'a': 0.25, 'e': 0.5915553643668151}",25,1,-51.192617954357175,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 1}",1
211,False,"{'a': 0.25, 'e': 0.5900783230268652}",25,15,-30.090997788204547,"{0: 7, 1: 1, 2: 0, 3: 2, 4: 0}",1
212,False,"{'a': 0.25, 'e': 0.5886049696783552}",20,0,-15.611486107880875,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
213,False,"{'a': 0.25, 'e': 0.5871352951128217}",20,0,-47.57168249957043,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
214,False,"{'a': 0.25, 'e': 0.5856692901447937}",20,0,-49.16730237139096,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
215,False,"{'a': 0.25, 'e': 0.5842069456117358}",30,19,-5.358468610857647,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.25, 'e': 0.5827482523739896}",30,0,7.807208148818969,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
217,False,"{'a': 0.25, 'e': 0.5812932013147178}",20,0,-85.84274738466837,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
218,False,"{'a': 0.25, 'e': 0.5798417833398464}",25,0,-39.997413175043036,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
219,False,"{'a': 0.25, 'e': 0.5783939893780083}",30,10,-59.17855216061925,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",1
220,False,"{'a': 0.25, 'e': 0.5769498103804866}",25,1,-102.70157064604568,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 2}",1
221,False,"{'a': 0.25, 'e': 0.575509237321158}",25,0,-101.1807961880566,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
222,False,"{'a': 0.25, 'e': 0.574072261196436}",35,17,-97.12290232743555,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 2}",1
223,False,"{'a': 0.25, 'e': 0.5726388730252152}",20,0,-13.876986635500824,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
224,False,"{'a': 0.25, 'e': 0.5712090638488149}",30,16,-2.8241820680324854,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.25, 'e': 0.569782824730923}",25,3,-49.58620263336119,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",1
226,False,"{'a': 0.25, 'e': 0.5683601467575404}",25,3,-84.92686287659373,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 2}",1
227,False,"{'a': 0.25, 'e': 0.5669410210369252}",20,3,-22.85267475327843,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 0}",1
228,False,"{'a': 0.25, 'e': 0.5655254386995371}",25,17,-3.578887762861469,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.25, 'e': 0.5641133908979816}",25,8,-87.3843081508316,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 2}",1
230,False,"{'a': 0.25, 'e': 0.5627048688069557}",20,0,7.442012776040768,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
231,False,"{'a': 0.25, 'e': 0.5612998636231915}",20,6,-112.45658063254328,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 2}",1
232,False,"{'a': 0.25, 'e': 0.559898366565402}",20,0,-29.368536199084378,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
233,False,"{'a': 0.25, 'e': 0.5585003688742262}",25,15,-29.17025401245641,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
234,False,"{'a': 0.25, 'e': 0.5571058618121739}",25,0,-31.8728294558497,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
235,False,"{'a': 0.25, 'e': 0.5557148366635714}",20,6,0.1369548370121787,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
236,False,"{'a': 0.25, 'e': 0.5543272847345071}",35,10,-78.41409295824502,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",1
237,False,"{'a': 0.25, 'e': 0.5529431973527766}",20,12,9.429473991777328,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.25, 'e': 0.5515625658678298}",20,11,-44.63875809024327,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
239,False,"{'a': 0.25, 'e': 0.550185381650715}",30,13,-12.742228788366244,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
240,False,"{'a': 0.25, 'e': 0.5488116360940265}",25,6,-95.43649893405423,"{0: 12, 1: 4, 2: 1, 3: 0, 4: 2}",1
241,False,"{'a': 0.25, 'e': 0.54744132061185}",35,3,14.221077346027826,"{0: 30, 1: 0, 2: 1, 3: 1, 4: 0}",1
242,False,"{'a': 0.25, 'e': 0.5460744266397094}",30,2,-15.756296216895851,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 0}",1
243,False,"{'a': 0.25, 'e': 0.5447109456345129}",25,0,-64.45766356370271,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
244,False,"{'a': 0.25, 'e': 0.5433508690744998}",30,14,-4.968397894973071,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
245,False,"{'a': 0.25, 'e': 0.5419941884591871}",20,6,-13.262303103680534,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
246,False,"{'a': 0.25, 'e': 0.5406408953093166}",20,14,11.114750902210599,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.25, 'e': 0.5392909811668016}",25,0,13.384353880828554,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
248,False,"{'a': 0.25, 'e': 0.5379444375946745}",20,9,-7.424196067410019,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
249,False,"{'a': 0.25, 'e': 0.5366012561770334}",25,9,-2.4484072367028693,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
250,False,"{'a': 0.25, 'e': 0.5352614285189903}",25,12,-63.567644439252106,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 1}",1
251,False,"{'a': 0.25, 'e': 0.5339249462466177}",25,4,32.42597158628064,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.25, 'e': 0.5325918010068972}",20,6,-0.6034333759184598,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
253,False,"{'a': 0.25, 'e': 0.5312619844676667}",30,0,-83.53301832959157,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
254,False,"{'a': 0.25, 'e': 0.5299354883175685}",20,5,-22.24653414634698,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 0}",1
255,False,"{'a': 0.25, 'e': 0.5286123042659973}",20,15,9.766869500446088,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.25, 'e': 0.5272924240430485}",20,0,-96.20468104311982,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
257,False,"{'a': 0.25, 'e': 0.5259758393994666}",20,1,-51.22436300564684,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 0}",1
258,False,"{'a': 0.25, 'e': 0.5246625421065929}",25,9,-30.28914183979234,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
259,False,"{'a': 0.25, 'e': 0.5233525239563153}",25,18,-13.199165097278247,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
260,False,"{'a': 0.25, 'e': 0.522045776761016}",20,5,-15.01323113993065,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
261,False,"{'a': 0.25, 'e': 0.520742292353521}",20,1,14.193498927086372,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.25, 'e': 0.5194420625870482}",30,0,-71.27960003145532,"{0: 24, 1: 3, 2: 1, 3: 0, 4: 2}",0
263,False,"{'a': 0.25, 'e': 0.5181450793351574}",25,18,1.637659069226207,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.25, 'e': 0.5168513344916992}",20,0,-7.42718871075201,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
265,False,"{'a': 0.25, 'e': 0.5155608199707641}",25,11,7.2610145798613654,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.25, 'e': 0.5142735277066319}",20,12,-34.113273658322406,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
267,False,"{'a': 0.25, 'e': 0.5129894496537222}",20,0,-55.6550793790291,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
268,False,"{'a': 0.25, 'e': 0.5117085777865424}",20,0,-21.94979791947456,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
269,False,"{'a': 0.25, 'e': 0.5104309040996398}",20,10,-14.227535625118259,"{0: 6, 1: 3, 2: 1, 3: 0, 4: 0}",1
270,False,"{'a': 0.25, 'e': 0.5091564206075492}",30,0,-37.799674864828,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 0}",0
271,False,"{'a': 0.25, 'e': 0.5078851193447448}",30,6,30.1321988997236,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.25, 'e': 0.5066169923655895}",20,4,-9.295233068801906,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
273,False,"{'a': 0.25, 'e': 0.5053520317442859}",20,1,-23.09712836151852,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 0}",1
274,False,"{'a': 0.25, 'e': 0.5040902295748255}",20,12,18.929883701261243,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.25, 'e': 0.5028315779709409}",25,0,26.983673478480068,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
276,False,"{'a': 0.25, 'e': 0.5015760690660555}",20,0,-47.42702757586493,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
277,False,"{'a': 0.25, 'e': 0.5003236950132345}",20,6,14.12205970034862,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.25, 'e': 0.49907444798513595}",20,14,9.991927207550711,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,9,34.80381366839917,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,6,42.99988373788727,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,17,23.24592649401898,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,9,33.3035973375716,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,11,16.736390270803998,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,10,18.890080077809074,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",35,19,36.59045967904557,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,9,19.484797735241756,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,4,33.55322845265704,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,11,28.78847502354917,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",30,13,31.19077992155248,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,4,21.28437617363834,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,17,14.30830096376689,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,13,13.168914620011215,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",30,14,32.33655423256468,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,9,21.216176496195512,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,10,30.672679229712582,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",25,7,33.014899223486715,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,16,15.76358060914509,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",30,15,30.406954037010223,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",20,8,22.068552429151662,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",20,16,7.76803470802553,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",25,19,11.645955246562096,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",20,15,12.340992153670124,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",20,2,28.983536043824436,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",20,8,21.495207102076243,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",20,4,30.400213304062383,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",25,15,18.970151721784127,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",20,11,16.24952601512092,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",20,9,22.033684119308212,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",20,8,23.887529821080953,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",25,19,14.954989438743212,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",20,5,25.483652573323077,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",25,17,14.548060849861038,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",20,13,12.270578368302665,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",20,3,31.829797288137062,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",20,6,27.302234194853742,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",25,15,20.33304074120667,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",35,18,33.90669797671463,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",25,16,19.4907672794871,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",30,17,24.192191220528738,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",20,2,23.944499274909514,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",30,16,25.329329136880883,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",25,16,17.186485234780136,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",20,11,20.608180269581673,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",35,24,23.3473098618708,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",20,2,30.57342433872294,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",20,11,20.45312964129174,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",25,11,27.025902881590724,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",25,13,20.878757473775874,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
